timestamp,symbol,cash,position,equity
2026-04-15T19:03:02.376Z,EURUSD,88091.04,-4,99680.31
2026-04-15T19:03:03.356Z,XAUUSD,88091.04,0,99680.31
2026-04-15T19:03:07.096Z,EURUSD,88099.87,-4,99689.14
2026-04-15T19:03:08.370Z,XAUUSD,88096.92,0,99686.19
2026-04-15T19:03:09.352Z,EURUSD,88096.92,-4,99686.19
2026-04-15T19:03:10.355Z,XAUUSD,88093.98,0,99683.25
2026-04-15T19:03:11.623Z,EURUSD,88082.19,-4,99671.46
2026-04-15T19:03:12.589Z,XAUUSD,88085.13,0,99674.4
2026-04-15T19:03:14.366Z,EURUSD,88079.25,-4,99668.52
2026-04-15T19:03:15.367Z,XAUUSD,88061.59,0,99650.86
2026-04-15T19:03:16.843Z,EURUSD,88058.65,-4,99647.92
2026-04-15T19:03:18.096Z,XAUUSD,88058.65,0,99647.92
2026-04-15T19:03:18.867Z,EURUSD,88058.65,-4,99647.92
2026-04-15T19:03:19.846Z,XAUUSD,88058.65,0,99647.92
2026-04-15T19:03:21.361Z,EURUSD,88058.65,-4,99647.92
2026-04-15T19:03:22.358Z,XAUUSD,88064.53,0,99653.8
2026-04-15T19:03:24.619Z,EURUSD,88064.53,-4,99653.8
2026-04-15T19:03:25.890Z,XAUUSD,88064.53,0,99653.8
2026-04-15T19:03:26.108Z,EURUSD,88067.48,-4,99656.75
2026-04-15T19:03:27.130Z,XAUUSD,88067.48,0,99656.75
2026-04-15T19:03:28.357Z,EURUSD,88067.48,-4,99656.75
2026-04-15T19:03:29.362Z,XAUUSD,88073.37,0,99662.64
2026-04-15T19:03:32.140Z,EURUSD,88073.37,-4,99662.64
2026-04-15T19:03:33.365Z,XAUUSD,88070.42,0,99659.69
2026-04-15T19:03:33.647Z,EURUSD,88067.47,-4,99656.74
2026-04-15T19:03:34.892Z,XAUUSD,88067.47,0,99656.74
2026-04-15T19:03:35.348Z,EURUSD,88067.47,-4,99656.74
